Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
410,Dohari,Cosy Retreat Dohari,Dohari District,Good hospitality at an affordable price.,4.2,Low (~$15-25),2
410,Dohari,Midtown Resort Dohari,Dohari District,Great mid-range option for family visits.,4,Medium (~$30-50),2
410,Dohari,Elite Hotel Dohari,Dohari District,Premium facilities with stunning surroundings.,3.8,High (~$70+),2
411,Bhodaha,Simple Lodge Bhodaha,Bhodaha District,Good hospitality at an affordable price.,3.9,Low (~$15-25),2
411,Bhodaha,Blue Sky Resort Bhodaha,Bhodaha District,Great mid-range option for family visits.,4,Medium (~$30-50),2
411,Bhodaha,Heritage Inn Bhodaha,Bhodaha District,Top-notch experience and beautiful design.,3.7,High (~$70+),2
412,Haraiya,Evergreen Retreat Haraiya,Haraiya District,A cozy stay with basic comforts and local charm.,4,Low (~$15-25),2
412,Haraiya,Blue Sky Homestay Haraiya,Haraiya District,Pleasant ambiance with good food and amenities.,4.2,Medium (~$30-50),2
412,Haraiya,Elite Lodge Haraiya,Haraiya District,Premium facilities with stunning surroundings.,4,High (~$70+),2
413,Kolhabi,Budget Homestay Kolhabi,Kolhabi District,"Decent rooms, perfect for budget travelers.",4,Low (~$15-25),2
413,Kolhabi,Serene Inn Kolhabi,Kolhabi District,Great mid-range option for family visits.,4.1,Medium (~$30-50),2
413,Kolhabi,Palace Suites Kolhabi,Kolhabi District,Luxurious retreat with exceptional service.,3.8,High (~$70+),2
414,Rangapur,Evergreen Retreat Rangapur,Rangapur District,"Decent rooms, perfect for budget travelers.",4,Low (~$20-30),2
414,Rangapur,Riverside Villa Rangapur,Rangapur District,Great mid-range option for family visits.,3.7,Low (~$20-30),2
414,Rangapur,Heritage Resort Rangapur,Rangapur District,Top-notch experience and beautiful design.,4.1,Low (~$20-30),2
415,Chandrapur,Classic Suites Chandrapur,Chandrapur District,A cozy stay with basic comforts and local charm.,4,Medium (~$35-60),2
415,Chandrapur,Riverside Hotel Chandrapur,Chandrapur District,Great mid-range option for family visits.,4.2,High (~$80+),2
415,Chandrapur,Royal Suites Chandrapur,Chandrapur District,Premium facilities with stunning surroundings.,3.9,Medium (~$35-60),2
416,Paurai,Peace Suites Paurai,Paurai District,Good hospitality at an affordable price.,3.7,Low (~$20‑30),2
416,Paurai,Blue Sky Lodge Paurai,Paurai District,Comfortable stay and friendly staff.,4,Medium (~$30‑50),2
416,Paurai,Heritage Retreat Paurai,Paurai District,Premium facilities with stunning surroundings.,4.1,High (~$70+),2
417,Pahritol,Budget Retreat Pahritol,Pahritol District,Good hospitality at an affordable price.,4.2,Low (~$20-30),2
417,Pahritol,Comfort Lodge Pahritol,Pahritol District,Great mid-range option for family visits.,3.9,Medium (~$30-55),2
417,Pahritol,Luxe Villa Pahritol,Pahritol District,Top-notch experience and beautiful design.,4,High (~$70+),2
418,Sakhuwa Dhamaura,Budget Inn Sakhuwa,Sakhuwa Dhamaura District,"Decent rooms, perfect for budget travelers.",4.1,Low (~$20-30),2
418,Sakhuwa Dhamaura,Comfort Resort Sakhuwa,Sakhuwa Dhamaura District,Great mid-range option for family visits.,3.8,Medium (~$30-55),2
418,Sakhuwa Dhamaura,Grand Lodge Sakhuwa,Sakhuwa Dhamaura District,Top-notch experience and beautiful design.,4,High (~$70+),2
419,Pratappur Paltuwa,Classic Homestay Pratappur,Pratappur Paltuwa District,A cozy stay with basic comforts and local charm.,4,Low (~$15‑25),2
419,Pratappur Paltuwa,Midtown Suites Pratappur,Pratappur Paltuwa District,Comfortable stay and friendly staff.,4.1,Medium (~$30‑55),2
419,Pratappur Paltuwa,Palace Suites Pratappur,Pratappur Paltuwa District,Top-notch experience and beautiful design.,4.2,High (~$60‑90+),2
420,Laxmipur Belbichawa,Peace Retreat Laxmipur,Laxmipur Belbichawa District,"Decent rooms, perfect for budget travelers.",4,Low (~$15‑25),2
420,Laxmipur Belbichawa,Serene Retreat Laxmipur,Laxmipur Belbichawa District,Comfortable stay and friendly staff.,4,Medium (~$30‑55),2
420,Laxmipur Belbichawa,Royal Lodge Laxmipur,Laxmipur Belbichawa District,Luxurious retreat with exceptional service.,4.1,High (~$60‑90+),2
421,Faparbari,Simple Lodge Faparbari,Faparbari District,"Decent rooms, perfect for budget travelers.",4,Low (~$20–30),2
421,Faparbari,Riverside Villa Faparbari,Faparbari District,Comfortable stay and friendly staff.,3.9,Medium (~$35–60),2
421,Faparbari,Heritage Resort Faparbari,Faparbari District,Top-notch experience and beautiful design.,4.2,High (~$80+),2
422,Balchanpur,Evergreen Suites Balchanpur,Balchanpur District,Good hospitality at an affordable price.,4,Low (~$15–25),2
422,Balchanpur,Serene Retreat Balchanpur,Balchanpur District,Great mid-range option for family visits.,4,Medium (~$30–55),2
422,Balchanpur,Heritage Inn Balchanpur,Balchanpur District,Top-notch experience and beautiful design.,3.8,High (~$70+),2
423,Nijgadh,Budget Homestay Nijgadh,Nijgadh District,Good hospitality at an affordable price.,4.1,Low (~$15–25),2
423,Nijgadh,Tranquil Villa Nijgadh,Nijgadh District,Pleasant ambiance with good food and amenities.,4,Medium (~$30–50),2
423,Nijgadh,Palace Resort Nijgadh,Nijgadh District,Top-notch experience and beautiful design.,4,High (~$70+),2
424,Dhiyal,Budget Hotel Dhiyal,Dhiyal District,"Decent rooms, perfect for budget travelers.",4.2,Low (~$15–25),2
424,Dhiyal,Blue Sky Resort Dhiyal,Dhiyal District,Pleasant ambiance with good food and amenities.,4,Medium (~$30–55),2
424,Dhiyal,Royal Suites Dhiyal,Dhiyal District,Top-notch experience and beautiful design.,3.9,High (~$70+),2
425,Kudawa,Classic Retreat Kudawa,Kudawa District,A cozy stay with basic comforts and local charm.,4.3,Low (~$20‑30),2
425,Kudawa,Midtown Hotel Kudawa,Kudawa District,Pleasant ambiance with good food and amenities.,4,Medium (~$35‑60),2
425,Kudawa,Heritage Inn Kudawa,Kudawa District,Top-notch experience and beautiful design.,4.1,High (~$150+),2
426,Amarpatti,Simple Retreat Amarpatti,Amarpatti District,Good hospitality at an affordable price.,4,Low (~$20‑30),2
426,Amarpatti,Tranquil Villa Amarpatti,Amarpatti District,Great mid-range option for family visits.,4,Medium (~$40‑70),22
426,Amarpatti,Heritage Inn Amarpatti,Amarpatti District,Premium facilities with stunning surroundings.,4.2,High (~$100‑200+),2
427,Pathera,Peace Hotel Pathera,Pathera District,Good hospitality at an affordable price.,4.1,Low (~$25‑35),2
427,Pathera,Blue Sky Lodge Pathera,Pathera District,Pleasant ambiance with good food and amenities.,3.9,Medium (~$45‑80),2
427,Pathera,Luxe Lodge Pathera,Pathera District,Luxurious retreat with exceptional service.,3.8,High (~$150‑250+),2
428,Mahendra Adarsha,Evergreen Inn Mahendra,Mahendra Adarsha District,"Decent rooms, perfect for budget travelers.",4.1,Low (~$15‑30),2
428,Mahendra Adarsha,Tranquil Villa Mahendra,Mahendra Adarsha District,Pleasant ambiance with good food and amenities.,4,Medium (~$30‑60),2
428,Mahendra Adarsha,Heritage Retreat Mahendra,Mahendra Adarsha District,Premium facilities with stunning surroundings.,3.7,High (~$70+),2
429,Saunaraniya,Simple Hotel Saunaraniya,Saunaraniya District,Good hospitality at an affordable price.,4.2,Low (~$15‑25),2
429,Saunaraniya,Midtown Homestay Saunaraniya,Saunaraniya District,Great mid-range option for family visits.,4.1,Medium (~$30‑50),2
429,Saunaraniya,Royal Hotel Saunaraniya,Saunaraniya District,Top-notch experience and beautiful design.,4,High (~$70+),2
430,Paterwa,Peace Hotel Paterwa,Paterwa District,A cozy stay with basic comforts and local charm.,4,Low (~$15–25),2
430,Paterwa,Comfort Resort Paterwa,Paterwa District,Comfortable stay and friendly staff.,4.2,Medium (~$30–50),2
430,Paterwa,Heritage Resort Paterwa,Paterwa District,Premium facilities with stunning surroundings.,4.1,High (~$70+),2
431,Tedhakatti,Evergreen Resort Tedhakatti,Tedhakatti District,A cozy stay with basic comforts and local charm.,4,Low (~$20–30),2
431,Tedhakatti,Midtown Homestay Tedhakatti,Tedhakatti District,Great mid-range option for family visits.,4.2,Medium (~$35–60),2
431,Tedhakatti,Heritage Resort Tedhakatti,Tedhakatti District,Premium facilities with stunning surroundings.,4,High (~$150+),2
432,Tengraha,Peace Hotel Tengraha,Tengraha District,A cozy stay with basic comforts and local charm.,3.9,Low (~$15–25),2
432,Tengraha,Blue Sky Lodge Tengraha,Tengraha District,Pleasant ambiance with good food and amenities.,4.3,Medium (~$35–55),2
432,Tengraha,Luxe Hotel Tengraha,Tengraha District,Luxurious retreat with exceptional service.,4.1,High (~$80+),2
433,Maryadpur,Cosy Villa Maryadpur,Maryadpur District,Good hospitality at an affordable price.,4.2,Low (~$20–30),2
433,Maryadpur,Blue Sky Hotel Maryadpur,Maryadpur District,Comfortable stay and friendly staff.,4,Medium (~$40–70),2
433,Maryadpur,Luxe Resort Maryadpur,Maryadpur District,Luxurious retreat with exceptional service.,4,High (~$100+),2
434,Katahariya,Simple Villa Katahariya,Katahariya District,"Decent rooms, perfect for budget travelers.",4.1,Low (~$15–25),2
434,Katahariya,Riverside Homestay Katahariya,Katahariya District,Comfortable stay and friendly staff.,4,Medium (~$30–55),2
434,Katahariya,Grand Homestay Katahariya,Katahariya District,Top-notch experience and beautiful design.,4,High (~$70+),2
435,Dudhouli,Budget Suites Dudhouli,Dudhouli District,"Decent rooms, perfect for budget travelers.",3.9,Low (~$15–25),2
435,Dudhouli,Midtown Resort Dudhouli,Dudhouli District,Comfortable stay and friendly staff.,4,Medium (~$35–60),2
435,Dudhouli,Grand Suites Dudhouli,Dudhouli District,Premium facilities with stunning surroundings.,4.2,High (~$80+),2
436,Bagahi,Evergreen Homestay Bagahi,Bagahi District,Good hospitality at an affordable price.,4.1,Low (~$20–30),2
436,Bagahi,Midtown Inn Bagahi,Bagahi District,Pleasant ambiance with good food and amenities.,4,Medium (~$35–60),2
436,Bagahi,Elite Resort Bagahi,Bagahi District,Premium facilities with stunning surroundings.,4,High (~$80+),2
437,Garuda,Classic Inn Garuda,Garuda District,Good hospitality at an affordable price.,3.9,Low (~$20–30),2
437,Garuda,Tranquil Hotel Garuda,Garuda District,Pleasant ambiance with good food and amenities.,4,Medium (~$35–60),2
437,Garuda,Grand Inn Garuda,Garuda District,Premium facilities with stunning surroundings.,3.8,High (~$80+),2
438,Dharampur,Peace Retreat Dharampur,Dharampur District,"Decent rooms, perfect for budget travelers.",4.1,Low (~$15–25),2
438,Dharampur,Serene Inn Dharampur,Dharampur District,Comfortable stay and friendly staff.,4.1,Medium (~$30–50),2
438,Dharampur,Heritage Suites Dharampur,Dharampur District,Premium facilities with stunning surroundings.,4,High (~$70+),2
439,Sangrampur,Cosy Inn Sangrampur,Sangrampur District,Good hospitality at an affordable price.,3.9,Low (~$15–25),2
439,Sangrampur,Serene Lodge Sangrampur,Sangrampur District,Great mid-range option for family visits.,4,Medium (~$30–60),2
439,Sangrampur,Luxe Resort Sangrampur,Sangrampur District,Luxurious retreat with exceptional service.,3.8,High (~$80+),2
440,Bahuwa Madanpur,Classic Resort Bahuwa,Bahuwa Madanpur District,A cozy stay with basic comforts and local charm.,4.1,Low (~$15–25),2
440,Bahuwa Madanpur,Midtown Villa Bahuwa,Bahuwa Madanpur District,Pleasant ambiance with good food and amenities.,4.1,Medium (~$30–60),2
440,Bahuwa Madanpur,Royal Inn Bahuwa,Bahuwa Madanpur District,Premium facilities with stunning surroundings.,4.2,High (~$80+),2
441,Umarjan,Evergreen Retreat Umarjan,Umarjan District,A cozy stay with basic comforts and local charm.,4,Low (~$15–25),2
441,Umarjan,Comfort Inn Umarjan,Umarjan District,Pleasant ambiance with good food and amenities.,4,Medium (~$30–60),2
441,Umarjan,Royal Suites Umarjan,Umarjan District,Luxurious retreat with exceptional service.,3.9,High (~$80+),2
442,Rampurwa,Budget Homestay Rampurwa,Rampurwa District,A cozy stay with basic comforts and local charm.,4.1,Low (~$15–25),2
442,Rampurwa,Midtown Homestay Rampurwa,Rampurwa District,Great mid-range option for family visits.,4.1,Medium (~$30–60),2
442,Rampurwa,Heritage Homestay Rampurwa,Rampurwa District,Top-notch experience and beautiful design.,3.9,High (~$80+),2
443,Laxminiya,Evergreen Villa Laxminiya,Laxminiya District,A cozy stay with basic comforts and local charm.,4,Low: $12–$20,2
443,Laxminiya,Serene Inn Laxminiya,Laxminiya District,Comfortable stay and friendly staff.,4.2,Mid: $30–$50,2
443,Laxminiya,Royal Suites Laxminiya,Laxminiya District,Luxurious retreat with exceptional service.,4,High: $55–$95,2
444,Kanakpur,Simple Suites Kanakpur,Kanakpur District,A cozy stay with basic comforts and local charm.,4.1,Low: $10–$20,2
444,Kanakpur,Serene Suites Kanakpur,Kanakpur District,Great mid-range option for family visits.,3.9,Mid: $25–$45,2
444,Kanakpur,Heritage Resort Kanakpur,Kanakpur District,Premium facilities with stunning surroundings.,3.7,High: $70–$120,2
445,Chandrapur,Evergreen Homestay Chandrapur,Chandrapur District,Good hospitality at an affordable price.,4,Mid: $30–$50,2
445,Chandrapur,Blue Sky Homestay Chandrapur,Chandrapur District,Pleasant ambiance with good food and amenities.,4.2,Low: $10–$20,2
445,Chandrapur,Heritage Lodge Chandrapur,Chandrapur District,Premium facilities with stunning surroundings.,4,Mid: $20–$40,2
446,Lokaha,Classic Lodge Lokaha,Lokaha District,Good hospitality at an affordable price.,3.9,Mid: $25–$45,2
446,Lokaha,Tranquil Hotel Lokaha,Lokaha District,Great mid-range option for family visits.,3.8,Low: $12–$25,2
446,Lokaha,Palace Villa Lokaha,Lokaha District,Premium facilities with stunning surroundings.,4,High: $40–$70,2
447,Nuwakot Micro Lake,Cosy Villa Nuwakot,Nuwakot Micro Lake District,"Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,3
447,Nuwakot Micro Lake,Comfort Homestay Nuwakot,Nuwakot Micro Lake District,Comfortable stay and friendly staff.,4,Low: $12–$25,3
447,Nuwakot Micro Lake,Luxe Lodge Nuwakot,Nuwakot Micro Lake District,Premium facilities with stunning surroundings.,3.7,High: $40–$70,3
448,Kaleshwor Mahadev Temple,Budget Inn Kaleshwor,Kaleshwor Mahadev Temple District,A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,3
448,Kaleshwor Mahadev Temple,Tranquil Hotel Kaleshwor,Kaleshwor Mahadev Temple District,Comfortable stay and friendly staff.,3.8,Low: $12–$25,3
448,Kaleshwor Mahadev Temple,Heritage Homestay Kaleshwor,Kaleshwor Mahadev Temple District,Premium facilities with stunning surroundings.,4,High: $40–$70,3
449,Bhimeshwor Temple,Evergreen Lodge Bhimeshwor,Bhimeshwor Temple District,"Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,3
449,Bhimeshwor Temple,Comfort Lodge Bhimeshwor,Bhimeshwor Temple District,Pleasant ambiance with good food and amenities.,4,Low: $12–$25,3
449,Bhimeshwor Temple,Royal Homestay Bhimeshwor,Bhimeshwor Temple District,Premium facilities with stunning surroundings.,3.9,High: $40–$70,3
450,Rasuwagadhi Fort,Classic Suites Rasuwagadhi,Rasuwagadhi Fort District,"Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,3
450,Rasuwagadhi Fort,Riverside Resort Rasuwagadhi,Rasuwagadhi Fort District,Pleasant ambiance with good food and amenities.,4,Low: $12–$25,3
450,Rasuwagadhi Fort,Elite Lodge Rasuwagadhi,Rasuwagadhi Fort District,Premium facilities with stunning surroundings.,3.9,High: $40–$70,3
451,Balthali Village,Peace Retreat Balthali,Balthali Village District,"Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,3
451,Balthali Village,Midtown Retreat Balthali,Balthali Village District,Great mid-range option for family visits.,4.3,Low: $12–$25,3
451,Balthali Village,Heritage Hotel Balthali,Balthali Village District,Top-notch experience and beautiful design.,4.1,High: $40–$70,3
452,Bajrabarahi Temple,Peace Lodge Bajrabarahi,Bajrabarahi Temple District,"Decent rooms, perfect for budget travelers.",4.2,Mid: $25–$45,3
452,Bajrabarahi Temple,Tranquil Suites Bajrabarahi,Bajrabarahi Temple District,Great mid-range option for family visits.,4.2,Low: $12–$25,3
452,Bajrabarahi Temple,Royal Lodge Bajrabarahi,Bajrabarahi Temple District,Top-notch experience and beautiful design.,4.1,High: $40–$70,3
453,Langtang Valley,Classic Resort Langtang,Langtang Valley District,A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,3
453,Langtang Valley,Blue Sky Hotel Langtang,Langtang Valley District,Pleasant ambiance with good food and amenities.,4.2,Low: $12–$25,3
453,Langtang Valley,Elite Resort Langtang,Langtang Valley District,Premium facilities with stunning surroundings.,4.1,High: $40–$70,3
454,Phulchoki Viewpoints,Evergreen Retreat Phulchoki,Phulchoki Viewpoints District,A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,3
454,Phulchoki Viewpoints,Riverside Lodge Phulchoki,Phulchoki Viewpoints District,Great mid-range option for family visits.,4,Low: $12–$25,3
454,Phulchoki Viewpoints,Luxe Retreat Phulchoki,Phulchoki Viewpoints District,Top-notch experience and beautiful design.,4.1,High: $40–$70,3
455,Lele Village,Budget Hotel Lele,Lele Village District,Good hospitality at an affordable price.,3.9,Mid: $25–$45,3
455,Lele Village,Comfort Hotel Lele,Lele Village District,Pleasant ambiance with good food and amenities.,4.2,Low: $12–$25,3
455,Lele Village,Heritage Resort Lele,Lele Village District,Top-notch experience and beautiful design.,3.9,High: $40–$70,3
456,Chisapani,Simple Lodge Chisapani,Chisapani District,Good hospitality at an affordable price.,4,Mid: $25–$45,3
456,Chisapani,Blue Sky Suites Chisapani,Chisapani District,Great mid-range option for family visits.,4,Low: $12–$25,3
456,Chisapani,Elite Villa Chisapani,Chisapani District,Top-notch experience and beautiful design.,4.1,High: $40–$70,3
457,Gosaikunda Lesser Spots,Cosy Suites Gosaikunda,Gosaikunda Lesser Spots District,Good hospitality at an affordable price.,3.7,Mid: $25–$45,3
457,Gosaikunda Lesser Spots,Blue Sky Homestay Gosaikunda,Gosaikunda Lesser Spots District,Great mid-range option for family visits.,4.2,Low: $12–$25,3
457,Gosaikunda Lesser Spots,Royal Retreat Gosaikunda,Gosaikunda Lesser Spots District,Top-notch experience and beautiful design.,4,High: $40–$70,3
458,Paldor Peak Base Camp,Evergreen Retreat Paldor,Paldor Peak Base Camp District,Good hospitality at an affordable price.,4.1,Mid: $25–$45,3
458,Paldor Peak Base Camp,Riverside Hotel Paldor,Paldor Peak Base Camp District,Pleasant ambiance with good food and amenities.,4.3,Low: $12–$25,3
458,Paldor Peak Base Camp,Luxe Inn Paldor,Paldor Peak Base Camp District,Luxurious retreat with exceptional service.,4.1,High: $40–$70,3
459,Ganga Jamuna Waterfall,Peace Inn Ganga,Ganga Jamuna Waterfall District,Good hospitality at an affordable price.,4.2,Mid: $25–$45,3
459,Ganga Jamuna Waterfall,Riverside Villa Ganga,Ganga Jamuna Waterfall District,Pleasant ambiance with good food and amenities.,4.3,Low: $12–$25,3
459,Ganga Jamuna Waterfall,Royal Inn Ganga,Ganga Jamuna Waterfall District,Premium facilities with stunning surroundings.,4.3,High: $40–$70,3
460,Sailung,Evergreen Homestay Sailung,Sailung District,"Decent rooms, perfect for budget travelers.",4.1,Mid: $25–$45,3
460,Sailung,Blue Sky Resort Sailung,Sailung District,Comfortable stay and friendly staff.,4.1,Low: $12–$25,3
460,Sailung,Palace Resort Sailung,Sailung District,Luxurious retreat with exceptional service.,4,High: $40–$70,3
461,Kamalamai Temple,Classic Suites Kamalamai,Kamalamai Temple District,Good hospitality at an affordable price.,4,Mid: $25–$45,3
